08/01/12 2:29 AM, 0.79
08/01/12 7:35 AM, 0.95
08/01/12 2:31 PM, 0.08
08/01/12 10:18 PM. 1.12
08/02/12 3:16 AM, 0.76
08/02/12 8:41 AM, 0.96
08/02/12 3:17 PM, 0.12
08/02/12 10:55 PM, 1.10
08/03/12 4:02 AM, 0.72
08/03/12 9:39 AM, 0.95
08/03/12 4:02 PM, 0.20
08/03/12 11:30 PM, 1.07
08/04/12 4:49 AM, 0.68
08/04/12 10:35 AM, 0.93
08/04/12 4:44 PM, 0.29
08/05/12 12:04 AM, 1.02
08/05/12 5:38 AM, 0.64
08/05/12 11:30 AM, 0.90
08/05/12 5:26 PM, 0.40
08/06/12 12:34 AM, 0.98
08/06/12 6:32 AM, 0.59
08/06/12 12:26 PM, 0.87
08/06/12 6:10 PM, 0.50
08/07/12 1:03 AM, 0.94
08/07/12 7:29 AM, 0.55
08/07/12 1:28 PM, 0.84
08/07/12 7:01 PM, 0.60
08/08/12 1:29 AM, 0.90
08/08/12 8:26 AM, 0.51
08/08/12 2:43 PM, 0.82
08/08/12 8:14 PM, 0.69
08/09/12 1:54 AM, 0.87
08/09/12 9:21 AM, 0.47
08/09/12 4:30 PM, 0.83
08/09/12 9:42 PM, 0.74
08/10/12 2:18 AM, 0.85
08/10/12 10:12 AM, 0.42
08/10/12 6:19 PM, 0.87
08/10/12 10:53 PM, 0.77
08/11/12 2:46 AM, 0.84
08/11/12 10:59 AM, 0.37
08/11/12 7:16 PM, 0.92
08/11/12 11:47 PM, 0.79
08/12/12 3:25 AM, 0.84
08/12/12 11:43 AM, 0.33
08/12/12 7:57 PM, 0.96
08/13/12 12:29 AM, 0.79
08/13/12 4:18 AM, 0.85
08/13/12 12:25 PM, 0.28
08/13/12 8:32 PM, 0.99
08/14/12 1:05 AM, 0.78
08/14/12 5:26 AM, 0.86
08/14/12 1:04 PM, 0.25
08/14/12 9:04 PM, 1.01
08/15/12 1:39 AM, 0.77
08/15/12 6:33 AM, 0.88
08/15/12 1:42 PM, 0.22
08/15/12 9:35 PM, 1.02
08/16/12 2:12 AM, 0.74
08/16/12 7:31 AM, 0.90
08/16/12 2:18 PM, 0.21
08/16/12 10:04 PM, 1.03
08/17/12 2:46 AM, 0.71
08/17/12 8:24 AM, 0.91
08/17/12 2:55 PM, 0.23
08/17/12 10:31 PM, 1.02
08/18/12 3:21 AM, 0.66
08/18/12 9:15 AM, 0.93
08/18/12 3:32 PM, 0.26
08/18/12 10:58 PM, 1.00
08/19/12 3:58 AM, 0.61
08/19/12 10:08 AM, 0.93
08/19/12 4:10 PM, 0.32
08/19/12 11:23 PM, 0.98
08/20/12 4:38 AM, 0.55
08/20/12 11:05 AM, 0.93
08/20/12 4:50 PM, 0.41
08/20/12 11:47 PM, 0.95
08/21/12 5:23 AM, 0.49
08/21/12 12:05 PM, 0.92
08/21/12 5:36 PM, 0.51
08/22/12 12:12 AM, 0.93
08/22/12 6:16 AM, 0.42
08/22/12 1:13 PM, 0.92
08/22/12 6:31 PM, 0.62
08/23/12 12:39 AM, 0.91
08/23/12 7:21 AM, 0.36
08/23/12 2:32 PM, 0.92
08/23/12 7:51 PM, 0.72
08/24/12 1:10 AM, 0.90
08/24/12 8:34 AM, 0.31
08/24/12 4:12 PM, 0.93
08/24/12 9:36 PM, 0.78
08/25/12 1:49 AM, 0.89
08/25/12 9:45 AM, 0.25
08/25/12 5:54 PM, 0.98
08/25/12 10:59 PM, 0.80
08/26/12 2:40 AM, 0.89
08/26/12 10:50 AM, 0.20
08/26/12 7:02 PM, 1.03
08/27/12 12:00 AM, 0.80
08/27/12 3:51 AM, 0.88
08/27/12 11:49 AM, 0.16
08/27/12 7:51 PM, 1.06
08/28/12 12:50 AM, 0.77
08/28/12 5:23 AM, 0.89
08/28/12 12:42 PM, 0.15
08/28/12 8:32 PM, 1.07
08/29/12 1:34 AM, 0.73
08/29/12 6:49 AM, 0.91
08/29/12 1:32 PM, 0.16
08/29/12 9:09 PM, 1.07
08/30/12 2:14 AM, 0.68
08/30/12 7:57 AM, 0.94
08/30/12 2:18 PM, 0.20
08/30/12 9:43 PM, 1.05
08/31/12 2:52 AM, 0.62
08/31/12 8:56 AM, 0.95
08/31/12 3:01 PM, 0.26
08/31/12 10:15 PM, 1.01
09/01/12 3:29 AM, 0.57
09/01/12 9:49 AM, 0.95
09/01/12 3:42 PM, 0.34
09/01/12 10:45 PM, 0.97
09/02/12 4:06 AM, 0.53
09/02/12 10:40 AM, 0.94
09/02/12 4:21 PM, 0.43
09/02/12 11:13 PM, 0.93
09/03/12 4:42 AM, 0.49
09/03/12 11:30 AM, 0.93
09/03/12 4:59 PM, 0.52
09/03/12 11:39 PM, 0.89
09/04/12 5:19 AM, 0.46
09/04/12 12:21 PM, 0.90
09/04/12 5:40 PM, 0.60
09/05/12 12:02 AM, 0.85
09/05/12 6:00 AM, 0.45
09/05/12 1:16 PM, 0.88
09/05/12 6:30 PM, 0.68
09/06/12 12:23 AM, 0.82
09/06/12 6:51 AM, 0.44
09/06/12 2:20 PM, 0.86
09/06/12 8:09 PM, 0.73
09/07/12 12:42 AM, 0.80
09/07/12 7:56 AM, 0.42
09/07/12 3:44 PM, 0.86
09/07/12 10:01 PM, 0.76
09/08/12 1:04 AM, 0.79
09/08/12 9:06 AM, 0.40
09/08/12 5:29 PM, 0.88
09/08/12 11:04 PM, 0.76
09/09/12 1:39 AM, 0.78
09/09/12 10:08 AM, 0.37
09/09/12 6:33 PM, 0.91
09/09/12 11:43 PM, 0.76
09/10/12 2:35 AM, 0.79
09/10/12 11:00 AM, 0.34
09/10/12 7:14 PM, 0.93
09/11/12 12:13 AM, 0.74
09/11/12 3:48 AM, 0.79
09/11/12 11:47 AM, 0.30
09/11/12 7:47 PM, 0.95
09/12/12 12:41 AM, 0.71
09/12/12 5:14 AM, 0.81
09/12/12 12:30 PM, 0.28
09/12/12 8:17 PM, 0.97
09/13/12 1:11 AM, 0.67
09/13/12 6:32 AM, 0.84
09/13/12 1:10 PM, 0.26
09/13/12 8:44 PM, 0.97
09/14/12 1:42 AM, 0.61
09/14/12 7:35 AM, 0.88
09/14/12 1:50 PM, 0.27
09/14/12 9:10 PM, 0.96
09/15/12 2:15 AM, 0.54
09/15/12 8:31 AM, 0.92
09/15/12 2:29 PM, 0.30
09/15/12 9:35 PM, 0.95
09/16/12 2:50 AM, 0.47
09/16/12 9:26 AM, 0.95
09/16/12 3:11 PM, 0.36
09/16/12 10:00 PM, 0.93
09/17/12 3:26 AM, 0.39
09/17/12 10:21 AM, 0.98
09/17/12 3:53 PM, 0.43
09/17/12 10:24 PM, 0.90
09/18/12 4:07 AM, 0.32
09/18/12 11:17 AM, 0.99
09/18/12 4:39 PM, 0.53
09/18/12 10:50 PM, 0.88
09/19/12 4:52 AM, 0.27
09/19/12 12:17 PM, 1.00
09/19/12 5:32 PM, 0.63
09/19/12 11:17 PM, 0.86
09/20/12 5:44 AM, 0.23
09/20/12 1:23 PM, 0.99
09/20/12 6:43 PM, 0.71
09/20/12 11:48 PM, 0.85
09/21/12 6:47 AM, 0.21
09/21/12 2:39 PM, 0.98
09/21/12 8:39 PM, 0.77
09/22/12 12:28 AM, 0.83
09/22/12 8:03 AM, 0.20
09/22/12 4:07 PM, 0.98
09/22/12 10:17 PM, 0.77
09/23/12 1:23 AM, 0.82
09/23/12 9:22 AM, 0.20
09/23/12 5:31 PM, 1.00
09/23/12 11:19 PM, 0.74
09/24/12 2:37 AM, 0.80
09/24/12 10:32 AM, 0.19
09/24/12 6:32 PM, 1.01
09/25/12 12:06 AM, 0.70
09/25/12 4:15 AM, 0.80
09/25/12 11:34 AM, 0.20
09/25/12 7:17 PM, 1.01
09/26/12 12:45 AM, 0.63
09/26/12 5:57 AM, 0.82
09/26/12 12:28 PM, 0.23
09/26/12 7:55 PM, 0.99
09/27/12 1:21 AM, 0.57
